"longitude","latitude","sst","chlc","phoebastria_immutabilis","nyear","nmonth"
-129.69548,27.177591,18.799479,0.055119406,1,2014,2
-129.71558,27.180698,18.802952,0.049065497,1,2014,2
-123.239586,27.180819,17.953278,0.054762933,1,2014,2
-129.81364,27.18651,18.816963,0.054063093,1,2014,2
-123.177185,27.186884,17.93169,0.0628049,1,2014,2
-129.89218,27.19253,18.836199,0.053952284,1,2014,2
-123.10334,27.198149,17.913025,0.06391819,1,2014,2
-129.96342,27.198387,18.853804,0.053835023,1,2014,2
-130.03268,27.205353,18.860434,0.061176486,1,2014,2
-123.03054,27.209019,17.919401,0.07393541,1,2014,2
-130.10985,27.213223,18.89557,0.05463224,1,2014,2
-122.958565,27.215513,17.864595,0.063005105,1,2014,2
-130.18536,27.225657,18.903639,0.05857752,1,2014,2
-122.88469,27.231817,17.767668,0.06991244,1,2014,2
-130.26387,27.233202,18.93815,0.056034215,1,2014,2
-130.33522,27.235931,18.962667,0.04761824,1,2014,2
-122.81696,27.237247,17.7618,0.07384275,1,2014,2
-130.3999,27.238455,18.964361,0.05309403,1,2014,2
-123.580246,27.240738,18.093681,0.05547211,1,2014,2
-123.2056,27.240738,17.89585,0.056678727,1,2014,2
-123.50056,27.24179,17.99689,0.051680397,1,2014,2
-123.66591,27.242405,18.172182,0.052077405,1,2014,2
-123.28387,27.242643,17.916853,0.05423108,1,2014,2
-130.47014,27.243195,18.988802,0.056432895,1,2014,2
-123.453964,27.243298,17.971756,0.05145854,1,2014,2
-123.36336,27.243364,17.943453,0.06535586,1,2014,2
-130.54736,27.2437,19.030972,0.059561353,1,2014,2
-123.73448,27.243837,18.19959,0.04887059,1,2014,2
-123.394104,27.244093,17.941204,0.06525993,1,2014,2
-123.81319,27.244667,18.250305,0.050936565,1,2014,2
-130.62222,27.245447,19.041159,0.054702133,1,2014,2
-122.74368,27.246454,17.770922,0.07345096,1,2014,2
-123.13488,27.246782,17.881905,0.06716638,1,2014,2
-123.89069,27.247446,18.225431,0.053601284,1,2014,2
-123.05499,27.25028,17.894672,0.06795093,1,2014,2
-123.96834,27.252083,18.2094,0.053846803,1,2014,2
-130.7032,27.253033,19.082142,0.052799888,1,2014,2
-122.68567,27.25455,17.77443,0.08094703,1,2014,2
-124.044685,27.256746,18.242859,0.051911265,1,2014,2
-130.78499,27.257502,19.120083,0.06640974,1,2014,2
-130.86594,27.25789,19.141449,0.057214003,1,2014,2
-131.38437,27.259485,19.082806,0.05748286,1,2014,2
-122.97675,27.260338,17.879599,0.061383735,1,2014,2
-131.45378,27.26061,19.12674,0.059024714,1,2014,2
-124.11933,27.263227,18.266262,0.05054277,1,2014,2
-122.62039,27.263357,17.797737,0.07515856,1,2014,2
-122.913574,27.263823,17.781166,0.060316887,1,2014,2
-130.9489,27.264519,19.114096,0.06248574,1,2014,2
-131.02992,27.269539,19.072023,0.061017223,1,2014,2
-124.17478,27.270052,18.309675,0.05351923,1,2014,2
-122.5537,27.270357,17.822407,0.08290794,1,2014,2
-122.83528,27.27078,17.7581,0.06732579,1,2014,2
-131.5279,27.271025,19.12233,0.058001395,1,2014,2
-124.2022,27.272188,18.341078,0.048274692,1,2014,2
-131.11172,27.27409,19.066364,0.056244403,1,2014,2
-124.48465,27.277338,18.424818,0.057342175,1,2014,2
-131.18811,27.277355,19.05433,0.054569747,1,2014,2
-122.7587,27.278189,17.75375,0.07149443,1,2014,2
